TailNumber,FlightDate,Origin,Destination,FireIncident,FireStart,FireEnd,DistanceKM
N988AC,2025-08-01,DH8D,Gowen Field (KBOI),Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,25.39
N988AC,2025-07-31,DH8D,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,27.24
N988AC,2025-07-31,DH8D,Pocatello Rgnl (KPIH),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,25.26
N988AC,2025-07-30,DH8D,Pocatello Rgnl (KPIH),Cedar Fire - Idaho - IDSCF,2025-07-29,2025-08-07,27.00
N988AC,2025-07-30,DH8D,Pocatello Rgnl (KPIH),Cedar Fire - Idaho - IDSCF,2025-07-29,2025-08-07,27.45
N988AC,2025-07-30,DH8D,Pocatello Rgnl (KPIH),Cedar Fire - Idaho - IDSCF,2025-07-29,2025-08-07,27.75
N988AC,2025-07-30,DH8D,Pocatello Rgnl (KPIH),Cedar Fire - Idaho - IDSCF,2025-07-29,2025-08-07,27.92
N988AC,2025-07-29,DH8D,Pocatello Rgnl (KPIH),Cedar Fire - Idaho - IDSCF,2025-07-29,2025-08-07,27.91
N988AC,2025-07-25,DH8D,Durango-La Plata County (KDRO),Turner Gulch - COGRD,2025-07-10,2025-08-07,27.98
N998AC,2025-07-31,DH8D,Grant County Intl (KMWH),Castle Rock Fire - WANES,2025-07-31,2025-08-07,29.10
N998AC,2025-07-31,DH8D,Grant County Intl (KMWH),Kinkaid Creek Complex Fire - WACOA,2025-07-31,2025-08-05,27.95
N998AC,2025-07-31,DH8D,Grant County Intl (KMWH),Kinkaid Creek Fire - WACOA,2025-07-31,2025-08-03,27.95
N998AC,2025-07-31,DH8D,Grant County Intl (KMWH),Castle Rock Fire - WANES,2025-07-31,2025-08-07,28.26
N406BT,2025-08-07,Unknown,Elko Rgnl (KEKO),Jakes Fire - NVEKD,2025-08-01,2025-08-07,27.45
N406BT,2025-08-07,Unknown,Elko Rgnl (KEKO),Jakes Fire - NVEKD,2025-08-01,2025-08-07,25.58
N406BT,2025-08-06,Unknown,Elko Rgnl (KEKO),Jakes Fire - NVEKD,2025-08-01,2025-08-07,7.23
N406BT,2025-08-06,Unknown,Elko Rgnl (KEKO),Jakes Fire - NVEKD,2025-08-01,2025-08-07,27.79
N406BT,2025-08-05,Unknown,Elko Rgnl (KEKO),Jakes Fire - NVEKD,2025-08-01,2025-08-07,12.11
N406BT,2025-08-05,Unknown,Elko Rgnl (KEKO),Jakes Fire - NVEKD,2025-08-01,2025-08-07,27.81
N406BT,2025-08-04,Unknown,Elko Rgnl (KEKO),Jakes Fire - NVEKD,2025-08-01,2025-08-07,16.19
N406BT,2025-08-04,Unknown,Elko Rgnl (KEKO),Snowstorm Fire - NVEKD,2025-08-01,2025-08-04,26.38
N406BT,2025-08-04,Unknown,Elko Rgnl (KEKO),Adobe Mtn Fire - NVEKD,2025-08-02,2025-08-07,29.30
N406BT,2025-08-03,Unknown,Elko Rgnl (KEKO),Adobe Mtn Fire - NVEKD,2025-08-02,2025-08-07,28.58
N406BT,2025-08-03,Unknown,Elko Rgnl (KEKO),Adobe Mtn Fire - NVEKD,2025-08-02,2025-08-07,28.98
N406BT,2025-08-02,Unknown,Elko Rgnl (KEKO),Adobe Mtn Fire - NVEKD,2025-08-02,2025-08-07,29.46
N406BT,2025-08-02,Unknown,Elko Rgnl (KEKO),Adobe Mtn Fire - NVEKD,2025-08-02,2025-08-07,29.85
N415BT,2025-08-07,Unknown,Cortez Muni (KCEZ),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,28.01
N415BT,2025-08-05,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,14.02
N415BT,2025-08-02,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,22.02
N415BT,2025-08-01,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,18.19
N415BT,2025-07-30,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,27.13
N415BT,2025-07-29,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,11.51
N415BT,2025-07-29,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,11.86
N415BT,2025-07-28,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,5.08
N415BT,2025-07-28,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,11.93
N415BT,2025-07-27,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,16.51
N415BT,2025-07-27,Unknown,Near Richfield, UT,Monroe Canyon - UTFIF,2025-07-13,2025-08-07,4.20
N415BT,2025-07-20,Unknown,Montrose Rgnl (KMTJ),Deer Creek - UTMLF,2025-07-10,2025-07-26,29.54
N415BT,2025-07-20,Unknown,Montrose Rgnl (KMTJ),South Rim - COBCP,2025-07-10,2025-08-03,15.57
N415BT,2025-07-14,Unknown,Missoula Montana (KMSO),South Rim - COBCP,2025-07-10,2025-08-03,29.58
N417BT,2025-08-07,Unknown,Cortez Muni (KCEZ),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,25.66
N417BT,2025-08-05,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,10.93
N417BT,2025-08-04,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,11.80
N417BT,2025-08-03,Unknown,Cedar City Rgnl (KCDC),Adobe Mtn Fire - NVEKD,2025-08-02,2025-08-07,28.12
N417BT,2025-08-02,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,23.61
N417BT,2025-08-01,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,13.83
N417BT,2025-07-30,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,27.01
N417BT,2025-07-29,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,17.74
N417BT,2025-07-28,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,4.16
N417BT,2025-07-28,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,10.97
N417BT,2025-07-27,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,15.73
N417BT,2025-07-27,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,13.31
N417BT,2025-07-20,Unknown,Montrose Rgnl (KMTJ),Deer Creek - UTMLF,2025-07-10,2025-07-26,29.80
N417BT,2025-07-20,Unknown,Montrose Rgnl (KMTJ),South Rim - COBCP,2025-07-10,2025-08-03,15.75
N417BT,2025-07-14,Unknown,Montrose Rgnl (KMTJ),South Rim - COBCP,2025-07-10,2025-08-03,15.71
N417BT,2025-07-14,Unknown,Missoula Montana (KMSO),South Rim - COBCP,2025-07-10,2025-08-03,29.78
N418BT,2025-08-07,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,11.04
N418BT,2025-08-04,Unknown,Coeur D'Alene/Pappy Boyington Fld (KCOE),Lightning Creek Fire - IDIPF,2025-08-02,2025-08-07,29.46
N418BT,2025-08-03,Unknown,Near Coeur D'Alene, ID,Lightning Creek Fire - IDIPF,2025-08-02,2025-08-07,29.44
N419BT,2025-08-07,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,19.47
N419BT,2025-08-04,Unknown,Coeur D'Alene/Pappy Boyington Fld (KCOE),Lightning Creek Fire - IDIPF,2025-08-02,2025-08-07,27.84
N419BT,2025-08-03,Unknown,Tri-Cities (KPSC),Lightning Creek Fire - IDIPF,2025-08-02,2025-08-07,28.11
N470NA,2025-08-06,Unknown,Near Battle Mountain, NV,Jakes Fire - NVEKD,2025-08-01,2025-08-07,7.90
N470NA,2025-08-06,Unknown,Near Battle Mountain, NV,Jakes Fire - NVEKD,2025-08-01,2025-08-07,11.55
N470NA,2025-08-06,Unknown,Near Battle Mountain, NV,Jakes Fire - NVEKD,2025-08-01,2025-08-07,6.95
N470NA,2025-08-06,Unknown,San Bernardino Intl (KSBD),Jakes Fire - NVEKD,2025-08-01,2025-08-07,28.33
N470NA,2025-08-05,Unknown,San Bernardino Intl (KSBD),Rosa Fire - CABDF,2025-08-04,2025-08-07,29.04
N470NA,2025-08-05,Unknown,San Bernardino Intl (KSBD),Rosa Fire - CABDF,2025-08-04,2025-08-07,29.56
N470NA,2025-08-05,Unknown,San Bernardino Intl (KSBD),Rosa Fire - CABDF,2025-08-04,2025-08-07,27.25
N470NA,2025-08-05,Unknown,San Bernardino Intl (KSBD),Rosa Fire - CABDF,2025-08-04,2025-08-07,26.18
N470NA,2025-08-05,Unknown,San Bernardino Intl (KSBD),Rosa Fire - CABDF,2025-08-04,2025-08-07,26.48
N470NA,2025-08-05,Unknown,San Bernardino Intl (KSBD),Rosa Fire - CABDF,2025-08-04,2025-08-07,29.23
N470NA,2025-08-05,Unknown,San Bernardino Intl (KSBD),Rosa Fire - CABDF,2025-08-04,2025-08-07,28.63
N470NA,2025-08-05,Unknown,San Bernardino Intl (KSBD),Rosa Fire - CABDF,2025-08-04,2025-08-07,29.34
N470NA,2025-08-05,Unknown,San Bernardino Intl (KSBD),Rosa Fire - CABDF,2025-08-04,2025-08-07,29.45
N470NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.10
N470NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.54
N470NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.60
N470NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.74
N470NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.88
N470NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.84
N470NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.96
N470NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.98
N470NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.63
N470NA,2025-08-03,Unknown,San Bernardino Intl (KSBD),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.94
N470NA,2025-08-02,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.68
N470NA,2025-08-02,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.58
N470NA,2025-08-02,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.87
N470NA,2025-08-02,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.01
N470NA,2025-08-02,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.34
N470NA,2025-08-02,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.33
N470NA,2025-08-02,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.52
N470NA,2025-08-02,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.71
N470NA,2025-08-02,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.26
N470NA,2025-08-02,Unknown,San Bernardino Intl (KSBD),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.83
N470NA,2025-07-26,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,25.18
N470NA,2025-07-26,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,29.29
N470NA,2025-07-26,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,25.18
N470NA,2025-07-26,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,27.83
N470NA,2025-07-26,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,29.60
N471NA,2025-08-07,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.96
N471NA,2025-08-06,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.80
N471NA,2025-08-06,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.23
N471NA,2025-08-06,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.80
N471NA,2025-08-06,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.07
N471NA,2025-08-06,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.23
N471NA,2025-08-06,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,27.10
N471NA,2025-08-06,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.92
N471NA,2025-08-06,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.30
N471NA,2025-08-06,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.64
N471NA,2025-08-05,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.40
N471NA,2025-08-05,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.88
N471NA,2025-08-05,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,27.62
N471NA,2025-08-05,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.49
N471NA,2025-08-05,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,27.14
N471NA,2025-08-05,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.83
N471NA,2025-08-05,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.84
N471NA,2025-08-05,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,30.00
N471NA,2025-08-05,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.07
N471NA,2025-08-05,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.20
N471NA,2025-08-05,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.87
N471NA,2025-08-05,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.32
N471NA,2025-08-05,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.72
N471NA,2025-08-05,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.69
N471NA,2025-08-05,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,27.78
N471NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.65
N471NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.75
N471NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.27
N471NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.04
N471NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.18
N471NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.70
N471NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.89
N471NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.16
N471NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.62
N471NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.94
N471NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.73
N471NA,2025-08-02,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.20
N471NA,2025-08-02,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.75
N471NA,2025-08-02,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.51
N471NA,2025-08-02,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.21
N471NA,2025-08-02,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.54
N471NA,2025-08-02,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.54
N471NA,2025-08-02,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.82
N471NA,2025-08-02,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.41
N471NA,2025-08-01,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-01,29.43
N471NA,2025-08-01,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.45
N471NA,2025-08-01,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-01,29.53
N471NA,2025-08-01,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.55
N471NA,2025-08-01,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-01,28.63
N471NA,2025-08-01,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.64
N471NA,2025-08-01,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-01,28.39
N471NA,2025-08-01,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.41
N471NA,2025-08-01,Unknown,Sacramento McClellan (KMCC),Gifford Fire - CALPF,2025-08-01,2025-08-01,25.94
N471NA,2025-08-01,Unknown,Sacramento McClellan (KMCC),Gifford Fire - CALPF,2025-08-01,2025-08-07,25.91
N472NA,2025-08-06,Unknown,Helena Rgnl (KHLN),Gill Gulch Fire - MTHLF,2025-08-04,2025-08-07,28.82
N472NA,2025-08-06,Unknown,Helena Rgnl (KHLN),Gill Gulch Fire - MTHLF,2025-08-04,2025-08-07,28.83
N472NA,2025-08-06,Unknown,Helena Rgnl (KHLN),Gill Gulch Fire - MTHLF,2025-08-04,2025-08-07,26.78
N472NA,2025-08-06,Unknown,Helena Rgnl (KHLN),Gill Gulch Fire - MTHLF,2025-08-04,2025-08-07,29.72
N472NA,2025-08-06,Unknown,Helena Rgnl (KHLN),Gill Gulch Fire - MTHLF,2025-08-04,2025-08-07,29.88
N472NA,2025-08-06,Unknown,Billings Logan Intl (KBIL),Gill Gulch Fire - MTHLF,2025-08-04,2025-08-07,25.90
N472NA,2025-08-04,Unknown,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,26.97
N472NA,2025-08-04,Unknown,Missoula Montana (KMSO),Lee Fire - COWRD,2025-08-02,2025-08-07,27.39
N472NA,2025-08-04,Unknown,Missoula Montana (KMSO),Leroux Fire - COMRD,2025-08-03,2025-08-07,28.08
N472NA,2025-08-02,Unknown,Cedar City Rgnl (KCDC),Middle Mesa Fire - NMCAF,2025-08-01,2025-08-07,26.74
N472NA,2025-07-30,Unknown,Magic Valley Rgnl (KTWF),Cedar Fire - Idaho - IDSCF,2025-07-29,2025-08-07,28.99
N472NA,2025-07-30,Unknown,Magic Valley Rgnl (KTWF),Cedar Fire - Idaho - IDSCF,2025-07-29,2025-08-07,25.92
N472NA,2025-07-30,Unknown,Missoula Montana (KMSO),Cedar Fire - Idaho - IDSCF,2025-07-29,2025-08-07,27.55
N472NA,2025-07-29,Unknown,Missoula Montana (KMSO),Dominic Butte Fire - MTBRF,2025-07-26,2025-07-29,29.20
N472NA,2025-07-29,Unknown,Missoula Montana (KMSO),Dominic Butte Fire - MTBRF,2025-07-26,2025-07-29,29.17
N472NA,2025-07-29,Unknown,Missoula Montana (KMSO),Dominic Butte Fire - MTBRF,2025-07-26,2025-07-29,29.88
N473NA,2025-08-07,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.87
N473NA,2025-08-06,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,27.22
N473NA,2025-08-06,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.78
N473NA,2025-08-06,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.79
N473NA,2025-08-06,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.04
N473NA,2025-08-06,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.05
N473NA,2025-08-06,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.69
N473NA,2025-08-06,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.02
N473NA,2025-08-06,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.02
N473NA,2025-08-05,Unknown,San Bernardino Intl (KSBD),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.94
N473NA,2025-08-03,B462,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.81
N473NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.53
N473NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.06
N473NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.61
N473NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.83
N473NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.66
N473NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.55
N473NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.46
N473NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.04
N473NA,2025-08-03,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.76
N473NA,2025-08-03,Unknown,San Bernardino Intl (KSBD),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.83
N473NA,2025-08-02,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.20
N473NA,2025-08-02,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.91
N473NA,2025-08-02,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.89
N473NA,2025-08-02,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.27
N473NA,2025-08-02,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.13
N473NA,2025-08-02,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.77
N473NA,2025-08-02,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.43
N473NA,2025-08-02,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.36
N473NA,2025-08-02,Unknown,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.72
N473NA,2025-08-02,Unknown,San Bernardino Intl (KSBD),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.14
N473NA,2025-08-01,Unknown,Paso Robles Muni (KPRB),Gifford Fire - CALPF,2025-08-01,2025-08-01,28.96
N473NA,2025-08-01,Unknown,Paso Robles Muni (KPRB),Gifford Fire - CALPF,2025-08-01,2025-08-07,28.93
N473NA,2025-08-01,B462,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-01,29.43
N473NA,2025-08-01,B462,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.45
N473NA,2025-08-01,B462,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-01,29.43
N473NA,2025-08-01,B462,Santa Maria (KSMX),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.45
N473NA,2025-08-01,Unknown,Phoenix-Mesa Gateway (KIWA),Gifford Fire - CALPF,2025-08-01,2025-08-01,29.49
N473NA,2025-08-01,Unknown,Phoenix-Mesa Gateway (KIWA),Gifford Fire - CALPF,2025-08-01,2025-08-07,29.51
N473NA,2025-07-30,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,28.65
N473NA,2025-07-30,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,27.88
N473NA,2025-07-30,Unknown,Cedar City Rgnl (KCDC),Monroe Canyon - UTFIF,2025-07-13,2025-08-07,27.66
N474NA,2025-08-07,Unknown,Colorado Sprgs Muni (KCOS),Stoner Mesa Fire - COSJF,2025-08-05,2025-08-07,27.38
N474NA,2025-08-06,Unknown,Grand Junction Rgnl (KGJT),Leroux Fire - COMRD,2025-08-03,2025-08-07,27.74
N474NA,2025-08-06,Unknown,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,23.63
N474NA,2025-08-06,Unknown,Grand Junction Rgnl (KGJT),Lee Fire - COWRD,2025-08-02,2025-08-07,28.09
N474NA,2025-08-06,Unknown,Colorado Sprgs Muni (KCOS),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,28.56
N474NA,2025-08-06,Unknown,Colorado Sprgs Muni (KCOS),Lee Fire - COWRD,2025-08-02,2025-08-07,25.94
N474NA,2025-08-04,Unknown,Colorado Sprgs Muni (KCOS),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,26.14
N474NA,2025-08-04,Unknown,Colorado Sprgs Muni (KCOS),Lee Fire - COWRD,2025-08-02,2025-08-07,29.55
N474NA,2025-08-04,Unknown,Near Colorado Springs, CO,Elk RBX Fire - COWRD,2025-08-02,2025-08-07,28.97
N474NA,2025-08-04,Unknown,Grand Junction Rgnl (KGJT),Elk RBX Fire - COWRD,2025-08-02,2025-08-07,26.77
